INSTNM,CITY,STATE,LAT,LON,X,Y
Le Moyne-Owen College,Memphis,TN,35.118641,-90.034101,-90.03410688,35.11864749
Lee University,Cleveland,TN,35.166166,-84.870018,-84.87002242,35.16617271
Lincoln Memorial University,Harrogate,TN,36.581284,-83.658818,-83.65882216,36.58129105
Tennessee College of Applied Technology-Livingston,Livingston,TN,36.395721,-85.318466,-85.31847063,36.39572795
Martin Methodist College,Pulaski,TN,35.200662,-87.035085,-87.03509004,35.20066863
Maryville College,Maryville,TN,35.751969,-83.963853,-83.96385719,35.75197587
Tennessee College of Applied Technology-McKenzie,McKenzie,TN,36.137048,-88.492615,-88.49262052,36.13705475
Genesis Career College-Cookeville,Cookeville,TN,36.176484,-85.485574,-85.48557866,36.17649089
Meharry Medical College,Nashville,TN,36.165458,-86.807371,-86.80737604,36.16546484
Memphis College of Art,Memphis,TN,35.145874,-89.993707,-89.99371287,35.14588049
Tennessee College of Applied Technology-Memphis,Memphis,TN,35.149683,-90.03881,-90.03881588,35.14968949
University of Memphis,Memphis,TN,35.118878,-89.938068,-89.93807385,35.11888449
Memphis Theological Seminary,Memphis,TN,35.13311,-89.982653,-89.98265887,35.13311649
Middle Tennessee State University,Murfreesboro,TN,35.848005,-86.360618,-86.36062289,35.84801179
Middle Tennessee School of Anesthesia Inc,Madison,TN,36.252997,-86.683396,-86.68340101,36.25300386
Tennessee College of Applied Technology-Morristown,Morristown,TN,36.205155,-83.299259,-83.29926303,36.20516199
Tennessee College of Applied Technology-Murfreesboro,Murfreesboro,TN,35.845661,-86.41026,-86.41026491,35.84566779
Lincoln College of Technology-Nashville,Nashville,TN,36.194393,-86.744005,-86.74401003,36.19439984
Nashville College of Medical Careers,Madison,TN,36.29172,-86.706296,-86.70630102,36.29172687
Tennessee College of Applied Technology-Newbern,Newbern,TN,36.119958,-89.25718,-89.25718573,36.11996472
O'More College of Design,Franklin,TN,35.920971,-86.868053,-86.86805804,35.92097778
Tennessee College of Applied Technology-Paris,Paris,TN,36.296408,-88.296432,-88.29643747,36.2964148
Tennessee College of Applied Technology-Pulaski,Pulaski,TN,35.191008,-87.007923,-87.00792804,35.19101463
Rhodes College,Memphis,TN,35.154424,-89.989187,-89.98919287,35.1544305
Tennessee College of Applied Technology-Ripley,Ripley,TN,35.779827,-89.519264,-89.51926978,35.77983364
Tennessee College of Applied Technology-Crump,Crump,TN,35.221452,-88.319153,-88.31915841,35.22145858
Tennessee College of Applied Technology-Shelbyville,Shelbyville,TN,35.485655,-86.421097,-86.42110189,35.48566172
Sewanee-The University of the South,Sewanee,TN,35.20443,-85.917772,-85.91777673,35.20443668
Tennessee College of Applied Technology-Oneida-Huntsville,Huntsville,TN,36.408479,-84.53037,-84.5303744,36.40848598
Tennessee College of Applied Technology-Crossville,Crossville,TN,35.946609,-85.039137,-85.03914152,35.94661587
Tennessee College of Applied Technology-McMinnville,McMinnville,TN,35.699836,-85.742809,-85.74281371,35.69984279
Tennessee College of Applied Technology-Jackson,Jackson,TN,35.606795,-88.919805,-88.9198106,35.60680163
Tennessee College of Applied Technology-Knoxville,Knoxville,TN,35.957,-83.964151,-83.96415521,35.95700691
Tennessee College of Applied Technology-Whiteville,Whiteville,TN,35.319574,-89.159449,-89.15945465,35.31958057
Southern Adventist University,Collegedale,TN,35.049136,-85.050878,-85.05088247,35.04914268
Southern College of Optometry,Memphis,TN,35.138252,-90.019856,-90.01986188,35.13825849
Tennessee Wesleyan University,Athens,TN,35.444939,-84.592647,-84.59265136,35.44494578
The University of Tennessee-Chattanooga,Chattanooga,TN,35.048247,-85.299812,-85.29981654,35.04825367
The University of Tennessee-Knoxville,Knoxville,TN,35.952082,-83.925852,-83.92585619,35.95208891
The University of Tennessee-Martin,Martin,TN,36.340338,-88.864211,-88.86421664,36.34034478
Fountainhead College of Technology,Knoxville,TN,36.03024,-83.920631,-83.9206352,36.03024693
Tennessee State University,Nashville,TN,36.16899,-86.82937,-86.82937505,36.16899684
Tennessee Technological University,Cookeville,TN,36.174659,-85.503957,-85.50396167,36.17466589
Tennessee Temple University,Chattanooga,TN,35.03293,-85.276531,-85.27653553,35.03293667
Trevecca Nazarene University,Nashville,TN,36.142115,-86.753566,-86.75357103,36.14212183
Tusculum College,Greeneville,TN,36.172558,-82.761716,-82.76171987,36.17256501
Union University,Jackson,TN,35.676896,-88.858524,-88.85852959,35.67690265
Vanderbilt University,Nashville,TN,36.14659,-86.803369,-86.80337404,36.14659683
West Tennessee Business College,Jackson,TN,35.635873,-88.848918,-88.84892358,35.63587964
William Moore College of Technology,Memphis,TN,35.144863,-90.020169,-90.02017488,35.14486949
Abilene Christian University,Abilene,TX,32.46915,-99.70954,-99.70954823,32.46915555
Amarillo College,Amarillo,TX,35.18841,-101.847104,-101.8471129,35.18841592
Amberton University,Garland,TX,32.859937,-96.653028,-96.65303549,32.85994276
Angelina College,Lufkin,TX,31.287444,-94.731625,-94.73163191,31.28744953
Angelo State University,San Angelo,TX,31.44145,-100.466495,-100.4665034,31.44145533
Arlington Baptist College,Arlington,TX,32.739543,-97.155661,-97.15566861,32.73954871
Arlington Career Institute,Grand Prairie,TX,32.77244,-97.052772,-97.05277959,32.77244572
The Art Institute of Houston,Houston,TX,29.730258,-95.445598,-95.44560502,29.73026319
Austin College,Sherman,TX,33.646307,-96.598772,-96.59877953,33.64631291
Austin Presbyterian Theological Seminary,Austin,TX,30.292635,-97.737752,-97.73775963,30.29264022
Baptist Health System School of Health Professions,San Antonio,TX,29.517296,-98.568633,-98.5686408,29.51730104
Baptist Missionary Association Theological Seminary,Jacksonville,TX,31.978961,-95.255524,-95.25553108,31.97896665
Baylor College of Medicine,Houston,TX,29.7106,-95.395743,-95.39575001,29.71060519
Baylor University,Waco,TX,31.545956,-97.119359,-97.11936654,31.54596149
Coastal Bend College,Beeville,TX,28.435194,-97.755896,-97.75590355,28.43519885
Blinn College,Brenham,TX,30.159713,-96.409677,-96.40968429,30.15971824
Remington College-Dallas Campus,Garland,TX,32.8606,-96.654112,-96.65411949,32.86060576
Vet Tech Institute of Houston,Houston,TX,29.728667,-95.454505,-95.45451202,29.72867219
Brazosport College,Lake Jackson,TX,29.04836,-95.409004,-95.40901098,29.04836505
Brookhaven College,Farmers Branch,TX,32.928237,-96.85016,-96.85016755,32.92824276
Cedar Valley College,Lancaster,TX,32.625686,-96.763421,-96.76342851,32.62569171
Central Texas College,Killeen,TX,31.120516,-97.810827,-97.81083469,31.12052138
Cisco College,Cisco,TX,32.401694,-98.985681,-98.98568905,32.40169957
Clarendon College,Clarendon,TX,34.945076,-100.904577,-100.9045857,34.94508193
Concordia University-Texas,Austin,TX,30.420952,-97.836247,-97.83625466,30.42095724
North Central Texas College,Gainesville,TX,33.618269,-97.165273,-97.16528067,33.61827488
Texas A & M University-Corpus Christi,Corpus Christi,TX,27.713723,-97.32395,-97.32395741,27.71372771
Dallas Baptist University,Dallas,TX,32.710017,-96.947006,-96.94701356,32.71002272
Dallas Christian College,Dallas,TX,32.913698,-96.887124,-96.88713156,32.91370376
Dallas Institute of Funeral Service,Dallas,TX,32.771374,-96.683412,-96.6834195,32.77137974
Dallas Theological Seminary,Dallas,TX,32.7943,-96.779957,-96.77996452,32.79430574
University of Dallas,Irving,TX,32.846202,-96.921573,-96.92158056,32.84620774
Del Mar College,Corpus Christi,TX,27.763623,-97.407627,-97.40763444,27.76362772
Career Point College,San Antonio,TX,29.49252,-98.551321,-98.55132879,29.49252503
East Texas Baptist University,Marshall,TX,32.554545,-94.374337,-94.37434389,32.5545508
Texas A&M University-Texarkana,Texarkana,TX,33.49561,-94.10398,-94.10398687,33.49561599
Texas A & M University-Commerce,Commerce,TX,33.243745,-95.908451,-95.90845833,33.24375086
Eastfield College,Mesquite,TX,32.815679,-96.65947,-96.65947749,32.81568475
El Centro College,Dallas,TX,32.779817,-96.805361,-96.80536853,32.77982274
Western Technical College,El Paso,TX,31.877799,-106.425891,-106.4259007,31.87780415
Western Technical College,El Paso,TX,31.675953,-106.319269,-106.3192787,31.67595813
Episcopal Theological Seminary of the Southwest,Austin,TX,30.293097,-97.73266,-97.73266762,30.29310222
South University-The Art Institute of Dallas,Dallas,TX,32.871014,-96.76783,-96.76783752,32.87101976
Frank Phillips College,Borger,TX,35.655151,-101.405653,-101.4056619,35.65515702
Galveston College,Galveston,TX,29.284212,-94.80854,-94.80854684,29.28421712
Grayson College,Denison,TX,33.706482,-96.633557,-96.63356454,33.70648792
Hallmark University,San Antonio,TX,29.538447,-98.568626,-98.5686338,29.53845204
Hardin-Simmons University,Abilene,TX,32.476434,-99.73564,-99.73564824,32.47643955
Hill College,Hillsboro,TX,32.012892,-97.086255,-97.08626255,32.01289758
Houston Baptist University,Houston,TX,29.694414,-95.515978,-95.51598504,29.69441918
University of Houston-Clear Lake,Houston,TX,29.582523,-95.098129,-95.09813593,29.58252817
University of Houston-Downtown,Houston,TX,29.763831,-95.35953,-95.359537,29.7638362
University of Houston-Victoria,Victoria,TX,28.816438,-96.978193,-96.97820037,28.81644295
University of Houston,Houston,TX,29.720393,-95.343537,-95.34354399,29.72039819
Howard College,Big Spring,TX,32.252298,-101.450113,-101.4501216,32.25230344
Howard Payne University,Brownwood,TX,31.716345,-98.984956,-98.98496401,31.71635044
Huston-Tillotson University,Austin,TX,30.264672,-97.721698,-97.72170562,30.26467722
University of the Incarnate Word,San Antonio,TX,29.468052,-98.467709,-98.46771677,29.46805703
International Business College-El Paso,El Paso,TX,31.81416,-106.538152,-106.5381618,31.81416514
International Business College-El Paso,El Paso,TX,31.716267,-106.308612,-106.3086217,31.71627213
ITT Technical Institute-Arlington,Arlington,TX,32.760196,-97.106932,-97.1069396,32.76020172
ITT Technical Institute-Houston West,Houston,TX,29.734106,-95.539917,-95.53992405,29.73411119
Jacksonville College-Main Campus,Jacksonville,TX,31.966072,-95.281249,-95.28125609,31.96607764
Jarvis Christian College,Hawkins,TX,32.587942,-95.181513,-95.1815201,32.58794777
KD Conservatory College of Film and Dramatic Arts,Dallas,TX,32.808104,-96.840687,-96.84069454,32.80810974
Kilgore College,Kilgore,TX,32.378214,-94.870073,-94.87008001,32.37821974
Lamar University,Beaumont,TX,30.042738,-94.072244,-94.07225068,30.0427433
Lamar State College-Orange,Orange,TX,30.091561,-93.732127,-93.73213359,30.09156632
Lamar State College-Port Arthur,Port Arthur,TX,29.880903,-93.925514,-93.92552064,29.88090827
Texas A & M International University,Laredo,TX,27.573504,-99.435225,-99.43523293,27.57350863
Lee College,Baytown,TX,29.731654,-94.976724,-94.9767309,29.7316592
LeTourneau University,Longview,TX,32.467658,-94.72726,-94.72726698,32.46766376
Lincoln College of Technology-Grand Prairie,Grand Prairie,TX,32.701684,-97.056391,-97.05639859,32.70168971
Lubbock Christian University,Lubbock,TX,33.576273,-101.934816,-101.9348248,33.57627865
College of the Mainland,Texas City,TX,29.395514,-94.999739,-94.99974589,29.39551913
University of Mary Hardin-Baylor,Belton,TX,31.066798,-97.463479,-97.4634866,31.06680338
McMurry University,Abilene,TX,32.429776,-99.748682,-99.74869024,32.42978154
Covenant School of Nursing and Allied Health,Lubbock,TX,33.5757,-101.937872,-101.9378808,33.57570565
Midland College,Midland,TX,32.028578,-102.10539,-102.1053988,32.02858337
Midwestern State University,Wichita Falls,TX,33.877143,-98.51774,-98.51774803,33.87714886
Wade College,Dallas,TX,32.80086,-96.819524,-96.81953153,32.80086574
Southern Careers Institute-Austin,Austin,TX,30.239114,-97.751369,-97.75137663,30.23911921
Mountain View College,Dallas,TX,32.726573,-96.903798,-96.90380555,32.72657872
Everest Institute-San Antonio,San Antonio,TX,29.488572,-98.540709,-98.54071679,29.48857703
Navarro College,Corsicana,TX,32.076066,-96.498738,-96.49874541,32.07607162
Lone Star College System,The Woodlands,TX,30.188408,-95.490077,-95.49008405,30.18841328
North Lake College,Irving,TX,32.871878,-96.967106,-96.96711357,32.87188375
University of North Texas,Denton,TX,33.211178,-97.148422,-97.14842964,33.2111838
Northwood University-Texas,Cedar Hill,TX,32.607123,-96.967103,-96.96711056,32.6071287
Oblate School of Theology,San Antonio,TX,29.505488,-98.503348,-98.50335578,29.50549304
Ocean Corporation,Houston,TX,29.665485,-95.570272,-95.57027905,29.66549017
Odessa College,Odessa,TX,31.866295,-102.381919,-102.3819278,31.86630033
Our Lady of the Lake University,San Antonio,TX,29.425611,-98.54395,-98.54395778,29.42561602
The University of Texas Rio Grande Valley,Edinburg,TX,26.306629,-98.172112,-98.17211958,26.3066334
Texas Southmost College,Brownsville,TX,25.899628,-97.492241,-97.4922484,25.89963233
Panola College,Carthage,TX,32.15625,-94.356258,-94.35626486,32.15625572
Paris Junior College,Paris,TX,33.651072,-95.529301,-95.52930825,33.65107796
Paul Quinn College,Dallas,TX,32.677195,-96.755864,-96.75587151,32.67720072
Prairie View A & M University,Prairie View,TX,30.092425,-95.989475,-95.98948218,30.09243024
Ranger College,Ranger,TX,32.456773,-98.685215,-98.68522298,32.4567786
Aviation Institute of Maintenance-Houston,Houston,TX,29.65852,-95.28262,-95.28262698,29.65852518
Rice University,Houston,TX,29.717897,-95.402035,-95.40204201,29.71790219
Richland College,Dallas,TX,32.922141,-96.730505,-96.73051252,32.92214677
Brightwood College-McAllen,McAllen,TX,26.186109,-98.207067,-98.20707458,26.18611337
Saint Edward's University,Austin,TX,30.229844,-97.75763,-97.75763763,30.22984921
St Philip's College,San Antonio,TX,29.41456,-98.452987,-98.45299476,29.41456502
University of St Thomas,Houston,TX,29.738113,-95.394178,-95.39418501,29.73811819
Sam Houston State University,Huntsville,TX,30.714738,-95.546205,-95.54621209,30.71474338
San Antonio College,San Antonio,TX,29.44634,-98.497647,-98.49765478,29.44634503
Schreiner University,Kerrville,TX,30.03108,-99.131076,-99.13108396,30.03108512
St. Mary's University,San Antonio,TX,29.451793,-98.564307,-98.56431479,29.45179803
South Plains College,Levelland,TX,33.575904,-102.365075,-102.3650839,33.57590963
South Texas College of Law Houston,Houston,TX,29.753391,-95.364882,-95.364889,29.7533962
South Texas Vocational Technical Institute-Weslaco,Weslaco,TX,26.171555,-97.965229,-97.96523652,26.17155938
South Texas Vocational Technical Institute-McAllen,McAllen,TX,26.233242,-98.242566,-98.24257359,26.23324638
Southern Methodist University,Dallas,TX,32.845254,-96.784855,-96.78486253,32.84525975
Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,29.36776,-98.517333,-98.51734078,29.36776501
Southwest Texas Junior College,Uvalde,TX,29.219676,-99.741245,-99.74125307,29.21968094
Southwestern Assemblies of God University,Waxahachie,TX,32.405477,-96.85315,-96.85315752,32.40548266
Southwestern University,Georgetown,TX,30.635194,-97.664637,-97.66464462,30.63519929
Stephen F Austin State University,Nacogdoches,TX,31.621056,-94.64908,-94.64908691,31.6210616
Texas State University,San Marcos,TX,29.889202,-97.936392,-97.93639966,29.88920713
Southwestern Adventist University,Keene,TX,32.397136,-97.328511,-97.32851864,32.39714164
Southwestern Christian College,Terrell,TX,32.735778,-96.286747,-96.28675439,32.73578375
Sul Ross State University,Alpine,TX,30.363139,-103.651469,-103.651478,30.36314401
Tarleton State University,Stephenville,TX,32.214988,-98.214866,-98.21487385,32.21499357
Tarrant County College District,Fort Worth,TX,32.747501,-97.327948,-97.32795566,32.74750671
Temple College,Temple,TX,31.070607,-97.351031,-97.35103857,31.07061239
University of Texas Southwestern Medical Center,Dallas,TX,32.812307,-96.841156,-96.84116354,32.81231274
The University of Texas Health Science Center at San Antonio,San Antonio,TX,29.504716,-98.57606,-98.5760678,29.50472104
The University of Texas Medical Branch,Galveston,TX,29.311333,-94.776401,-94.77640783,29.31133812
Texarkana College,Texarkana,TX,33.441916,-94.078821,-94.07882786,33.44192198
Texas A & M University-Kingsville,Kingsville,TX,27.524852,-97.882342,-97.88234955,27.52485666
Texas A & M University-College Station,College Station,TX,30.618726,-96.336475,-96.33648229,30.61873134
Texas A & M University-System Office,College Station,TX,30.636846,-96.327705,-96.32771229,30.63685134
The University of Texas at Arlington,Arlington,TX,32.728437,-97.115087,-97.1150946,32.72844271
The University of Texas at Austin,Austin,TX,30.28609,-97.739291,-97.73929863,30.28609522
The University of Texas at Dallas,Richardson,TX,32.984673,-96.749702,-96.74970952,32.98467878
The University of Texas at El Paso,El Paso,TX,31.771697,-106.50356,-106.5035698,31.77170213
