INSTNM,X,Y,CITY,STATE,INSTNM-2,Degree,Rank,LON,LAT
Central Christian College of the Bible,-92.42726588,39.39597016,Moberly,MO,NULL,NULL,NULL,-92.42726588,39.39597016
More Tech Institute,-80.31688372,25.87115471,Hialeah,FL,NULL,NULL,NULL,-80.31688372,25.87115471
University of the District of Columbia-David A Clarke School of Law,-77.06522331,38.94621779,Washington,DC,NULL,NULL,NULL,-77.06522331,38.94621779
Douglas J Aveda Institute,-84.48049489,42.73505017,East Lansing,MI,NULL,NULL,NULL,-84.48049489,42.73505017
International Institute for Restorative Practices,-75.38158388,40.62154819,Bethlehem,PA,NULL,NULL,NULL,-75.38158388,40.62154819
Nebraska Methodist College of Nursing & Allied Health,-96.04851905,41.26598025,Omaha,NE,NULL,NULL,NULL,-96.04851905,41.26598025
Palo Alto College,-98.54672078,29.32293,San Antonio,TX,NULL,NULL,NULL,-98.54672078,29.32293
North Central College,-88.14365489,41.77531181,Naperville,IL,NULL,NULL,NULL,-88.14365489,41.77531181
United States Sports Academy,-87.91163505,30.63933463,Daphne,AL,NULL,NULL,NULL,-87.91163505,30.63933463
Carrington College-Reno,-119.78696,39.46317029,Reno,NV,NULL,NULL,NULL,-119.78696,39.46317029
Paul Mitchell the School-Tampa,-82.57457444,28.0686452,Tampa,FL,NULL,NULL,NULL,-82.57457444,28.0686452
Adelphi University,-73.65332234,40.72144727,Garden City,NY,NULL,NULL,NULL,-73.65332234,40.72144727
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,-118.3467002,34.08549885,Los Angeles,CA,NULL,NULL,NULL,-118.3467002,34.08549885
American National University-Columbus,-82.94595519,40.08481877,Columbus,OH,NULL,NULL,NULL,-82.94595519,40.08481877
Ambria College of Nursing,-88.21090594,42.07563585,Hoffman Estates,IL,NULL,NULL,NULL,-88.21090594,42.07563585
Brown Mackie College-Boise,-116.29516,43.59079494,Boise,ID,NULL,NULL,NULL,-116.29516,43.59079494
Western Oklahoma State College,-99.33530728,34.66890196,Altus,OK,NULL,NULL,NULL,-99.33530728,34.66890196
University of North Florida,-81.50785621,30.27092275,Jacksonville,FL,NULL,NULL,NULL,-81.50785621,30.27092275
West Hills College-Lemoore,-119.8238787,36.29243599,Lemoore,CA,NULL,NULL,NULL,-119.8238787,36.29243599
UEI College-Gardena,-118.2873332,33.89328484,Gardena,CA,NULL,NULL,NULL,-118.2873332,33.89328484
Eastwick College-Nutley,-74.1441935,40.81075027,Nutley,NJ,NULL,NULL,NULL,-74.1441935,40.81075027
Wayne State University,-83.07286842,42.35861818,Detroit,MI,NULL,NULL,NULL,-83.07286842,42.35861818
Westmont College,-119.6619445,34.44926982,Santa Barbara,CA,NULL,NULL,NULL,-119.6619445,34.44926982
Chamberlain College of Nursing-Virginia,-77.0502753,38.85233378,Arlington,VA,NULL,NULL,NULL,-77.0502753,38.85233378
University of Delaware,-75.75282394,39.67958499,Newark,DE,NULL,NULL,NULL,-75.75282394,39.67958499
Fullerton College,-117.9169981,33.87679885,Fullerton,CA,NULL,NULL,NULL,-117.9169981,33.87679885
MedTech College-Greenwood Campus,-86.07736909,39.62025153,Greenwood,IN,NULL,NULL,NULL,-86.07736909,39.62025153
Brandeis University,-71.25471666,42.36495567,Waltham,MA,NULL,NULL,NULL,-71.25471666,42.36495567
Columbia College - Redstone Arsenal,-86.6287609,34.68048954,Redstone Arsenal,AL,NULL,NULL,NULL,-86.6287609,34.68048954
Divers Institute of Technology,-122.3409089,47.64740762,Seattle,WA,NULL,NULL,NULL,-122.3409089,47.64740762
Compu-Med Vocational Careers Corp,-80.30691772,25.8484507,Hialeah,FL,NULL,NULL,NULL,-80.30691772,25.8484507
Sage College,-117.2814,33.9463219,Moreno Valley,CA,NULL,NULL,NULL,-117.2814,33.9463219
Houston Training School-Gulfgate,-95.30409898,29.70614319,Houston,TX,NULL,NULL,NULL,-95.30409898,29.70614319
MedTech Institute-Atlanta Campus,-84.47434324,33.89901046,Atlanta,GA,NULL,NULL,NULL,-84.47434324,33.89901046
Cleveland Institute of Music,-81.6088819,41.5124521,Cleveland,OH,NULL,NULL,NULL,-81.6088819,41.5124521
ATA College,-85.56658183,38.22404529,Louisville,KY,NULL,NULL,NULL,-85.56658183,38.22404529
Little Priest Tribal College,-96.47077428,42.23240637,Winnebago,NE,NULL,NULL,NULL,-96.47077428,42.23240637
Miami University-Oxford,-84.73182568,39.50964958,Oxford,OH,NULL,NULL,NULL,-84.73182568,39.50964958
Southern California Institute of Architecture,-118.2327152,34.04365486,Los Angeles,CA,NULL,NULL,NULL,-118.2327152,34.04365486
Grossmont College,-117.0073039,32.81608178,El Cajon,CA,NULL,NULL,NULL,-117.0073039,32.81608178
Mahoning County Career and Technical Center,-80.78767161,41.03270405,Canfield,OH,NULL,NULL,NULL,-80.78767161,41.03270405
Lebanon Valley College,-76.51375522,40.33174109,Annville,PA,NULL,NULL,NULL,-76.51375522,40.33174109
Saint John's Seminary,-71.16199862,42.34415467,Brighton,MA,NULL,NULL,NULL,-71.16199862,42.34415467
Lyon College,-91.62536036,35.77762554,Batesville,AR,NULL,NULL,NULL,-91.62536036,35.77762554
Embry-Riddle Aeronautical University-Prescott,-112.4497522,34.61677125,Prescott,AZ,NULL,NULL,NULL,-112.4497522,34.61677125
Medina County Career Center,-81.90159596,41.15511202,Medina,OH,NULL,NULL,NULL,-81.90159596,41.15511202
Colgate Rochester Crozer Divinity School,-77.59855377,43.13179757,Rochester,NY,NULL,NULL,NULL,-77.59855377,43.13179757
University of Central Florida,-81.19880806,28.60106536,Orlando,FL,NULL,NULL,NULL,-81.19880806,28.60106536
Northwestern Michigan College,-85.58181344,44.76761645,Traverse City,MI,NULL,NULL,NULL,-85.58181344,44.76761645
Allen University,-81.02004823,34.01035461,Columbia,SC,NULL,NULL,NULL,-81.02004823,34.01035461
Paul Mitchell the School-Chicago,-87.64660675,41.86647785,Chicago,IL,NULL,NULL,NULL,-87.64660675,41.86647785
Relay Graduate School of Education - Memphis,-90.05936689,35.13436649,Memphis,TN,NULL,NULL,NULL,-90.05936689,35.13436649
Automeca Technical College-Ponce,-66.63685243,18.01139377,Ponce,PR,NULL,NULL,NULL,-66.63685243,18.01139377
Lincoln Technical Institute-Hartford,-72.69422709,41.76657151,Hartford,CT,NULL,NULL,NULL,-72.69422709,41.76657151
Andover Newton Theological School,-71.18894363,42.32486066,Newton Centre,MA,NULL,NULL,NULL,-71.18894363,42.32486066
Ashtabula County Technical and Career Campus,-80.73451365,41.74587318,Jefferson,OH,NULL,NULL,NULL,-80.73451365,41.74587318
Institute for Business and Technology,-121.9695541,37.36864694,Santa Clara,CA,NULL,NULL,NULL,-121.9695541,37.36864694
ITT Technical Institute-Webster,-95.12132093,29.52511916,Webster,TX,NULL,NULL,NULL,-95.12132093,29.52511916
ITT Technical Institute-St Petersburg,-82.54747443,27.98280518,Tampa,FL,NULL,NULL,NULL,-82.54747443,27.98280518
Western Governors University,-111.8697637,40.68481603,Salt Lake City,UT,NULL,NULL,NULL,-111.8697637,40.68481603
ITT Technical Institute-Columbus,-82.86971516,39.93433374,Columbus,OH,NULL,NULL,NULL,-82.86971516,39.93433374
Fortis College-Baton Rouge,-91.08226491,30.42249848,Baton Rouge,LA,NULL,NULL,NULL,-91.08226491,30.42249848
New England School of Photography,-71.0970056,42.34918767,Boston,MA,NULL,NULL,NULL,-71.0970056,42.34918767
American Academy of Personal Training-Boston Campus,-71.0761966,42.35067267,Boston,MA,NULL,NULL,NULL,-71.0761966,42.35067267
Nichols College,-71.93028386,42.04404158,Dudley,MA,NULL,NULL,NULL,-71.93028386,42.04404158
Cambria Rowe Business College-School of Technology,-78.83750895,40.28539999,Johnstown,PA,NULL,NULL,NULL,-78.83750895,40.28539999
Aviation Institute of Maintenance-Orlando,-81.3341991,28.68065838,Casselberry,FL,NULL,NULL,NULL,-81.3341991,28.68065838
East-West University,-87.62479875,41.87131685,Chicago,IL,NULL,NULL,NULL,-87.62479875,41.87131685
University of Saint Mary,-94.90694254,39.27731499,Leavenworth,KS,NULL,NULL,NULL,-94.90694254,39.27731499
Paul Mitchell the School-Fayetteville,-78.95767567,35.07001791,Fayetteville,NC,NULL,NULL,NULL,-78.95767567,35.07001791
Wagner College,-74.09291447,40.61559623,Staten Island,NY,NULL,NULL,NULL,-74.09291447,40.61559623
Brown Mackie College-Miami,-80.35072573,25.97385173,Miramar,FL,NULL,NULL,NULL,-80.35072573,25.97385173
Atenas College,-66.4884204,18.4297789,Manati,PR,NULL,NULL,NULL,-66.4884204,18.4297789
Gaston College,-81.18852335,35.31205489,Dallas,NC,NULL,NULL,NULL,-81.18852335,35.31205489
MyComputerCareer.com-Raleigh,-78.72651364,35.76842707,Raleigh,NC,NULL,NULL,NULL,-78.72651364,35.76842707
Bryant & Stratton College-Greece,-77.69559281,43.24055559,Rochester,NY,NULL,NULL,NULL,-77.69559281,43.24055559
Career College of Northern Nevada,-119.719428,39.5408703,Sparks,NV,NULL,NULL,NULL,-119.719428,39.5408703
Lewis-Clark State College,-117.0248887,46.4122051,Lewiston,ID,NULL,NULL,NULL,-117.0248887,46.4122051
University of Maine at Augusta,-69.79639629,44.33775508,Augusta,ME,NULL,NULL,NULL,-69.79639629,44.33775508
AIB College of Business,-93.64570143,41.56196044,Des Moines,IA,NULL,NULL,NULL,-93.64570143,41.56196044
Emerald Coast Technical College,-86.12806555,30.73209571,DeFuniak Springs,FL,NULL,NULL,NULL,-86.12806555,30.73209571
Southern California Seminary,-116.9005429,32.80326378,El Cajon,CA,NULL,NULL,NULL,-116.9005429,32.80326378
Yeshivath Viznitz,-74.06643249,41.11850733,Monsey,NY,NULL,NULL,NULL,-74.06643249,41.11850733
Ridgewater College,-95.07306228,45.13832789,Willmar,MN,NULL,NULL,NULL,-95.07306228,45.13832789
Bethel Seminary-St Paul,-93.15979373,45.05878301,Saint Paul,MN,NULL,NULL,NULL,-93.15979373,45.05878301
Hartford Seminary,-72.70776709,41.76986951,Hartford,CT,NULL,NULL,NULL,-72.70776709,41.76986951
University of Phoenix-Connecticut,-73.44399329,41.09697835,Norwalk,CT,NULL,NULL,NULL,-73.44399329,41.09697835
Argosy University-The Art Institute of California-Los Angeles,-118.4519142,34.01912984,Santa Monica,CA,NULL,NULL,NULL,-118.4519142,34.01912984
Butte College,-121.6447043,39.64912116,Oroville,CA,NULL,NULL,NULL,-121.6447043,39.64912116
Fortis College-Ravenna,-81.25014276,41.18094305,Ravenna,OH,NULL,NULL,NULL,-81.25014276,41.18094305
Kenrick Glennon Seminary,-90.32403022,38.58461513,Saint Louis,MO,NULL,NULL,NULL,-90.32403022,38.58461513
Ross Medical Education Center-Kokomo,-86.13000117,40.44481468,Kokomo,IN,NULL,NULL,NULL,-86.13000117,40.44481468
Dorsey Business Schools-Madison Heights,-83.10763545,42.52532621,Madison Heights,MI,NULL,NULL,NULL,-83.10763545,42.52532621
San Joaquin Valley College - Delano,-119.2290575,35.77484698,Delano,CA,NULL,NULL,NULL,-119.2290575,35.77484698
Biblical Theological Seminary,-75.30389884,40.28142212,Hatfield,PA,NULL,NULL,NULL,-75.30389884,40.28142212
Western Oregon University,-123.2383234,44.85224037,Monmouth,OR,NULL,NULL,NULL,-123.2383234,44.85224037
New York Film Academy,-118.3355792,34.15208086,Burbank,CA,NULL,NULL,NULL,-118.3355792,34.15208086
Lutheran School of Theology at Chicago,-87.59958273,41.79507184,Chicago,IL,NULL,NULL,NULL,-87.59958273,41.79507184
University of Detroit Mercy,-83.13837345,42.41717619,Detroit,MI,NULL,NULL,NULL,-83.13837345,42.41717619
Limestone College,-81.64803647,35.05292581,Gaffney,SC,NULL,NULL,NULL,-81.64803647,35.05292581
Frostburg State University,-78.93387393,39.65151686,Frostburg,MD,NULL,NULL,NULL,-78.93387393,39.65151686
College of the Desert,-116.3876218,33.73248892,Palm Desert,CA,NULL,NULL,NULL,-116.3876218,33.73248892
Air Force Institute of Technology-Graduate School of Engineering & Management,-84.08725051,39.78067066,Wright-Patterson AFB,OH,NULL,NULL,NULL,-84.08725051,39.78067066
Harris School of Business-Upper Darby Campus,-75.2592278,39.96093206,Upper Darby,PA,NULL,NULL,NULL,-75.2592278,39.96093206
Miami Dade College,-80.19085868,25.77772169,Miami,FL,NULL,NULL,NULL,-80.19085868,25.77772169
University of Phoenix-Ohio,-81.49322186,41.46588009,Beachwood,OH,NULL,NULL,NULL,-81.49322186,41.46588009
Paul Mitchell the School-Rexburg,-111.8051722,43.81442437,Rexburg,ID,NULL,NULL,NULL,-111.8051722,43.81442437
Athens State University,-86.965145,34.80563155,Athens,AL,NULL,NULL,NULL,-86.965145,34.80563155
Aviation Institute of Maintenance-Chesapeake,-76.26867194,36.77852537,Chesapeake,VA,NULL,NULL,NULL,-76.26867194,36.77852537
Remington College-Shreveport Campus,-93.79358473,32.40317179,Shreveport,LA,NULL,NULL,NULL,-93.79358473,32.40317179
Stautzenberger College-Maumee,-83.68506454,41.58344801,Maumee,OH,NULL,NULL,NULL,-83.68506454,41.58344801
University of Puerto Rico-Utuado,-66.72166546,18.25457984,Utuado,PR,NULL,NULL,NULL,-66.72166546,18.25457984
South Central Career Center,-91.8568095,36.73807371,West Plains,MO,NULL,NULL,NULL,-91.8568095,36.73807371
ITT Technical Institute-Earth City,-90.46116527,38.75796215,Earth City,MO,NULL,NULL,NULL,-90.46116527,38.75796215
EDMC Central Administrative Office,-80.00012432,40.44197797,Pittsburgh,PA,NULL,NULL,NULL,-80.00012432,40.44197797
Christian Life College,-87.93093986,42.07410387,Mount Prospect,IL,NULL,NULL,NULL,-87.93093986,42.07410387
Richard Bland College of William and Mary,-77.39993431,37.15697941,South Prince George,VA,NULL,NULL,NULL,-77.39993431,37.15697941
Midlands Technical College,-81.11576426,33.9493316,West Columbia,SC,NULL,NULL,NULL,-81.11576426,33.9493316
Snow College,-111.5815545,39.3611179,Ephraim,UT,NULL,NULL,NULL,-111.5815545,39.3611179
Herzing University-Atlanta,-84.3626392,33.84663346,Atlanta,GA,NULL,NULL,NULL,-84.3626392,33.84663346
Brown Mackie College-Greenville,-82.39450668,34.85304874,Greenville,SC,NULL,NULL,NULL,-82.39450668,34.85304874
Brightwood College-North Hollywood,-118.3961432,34.18267786,North Hollywood,CA,NULL,NULL,NULL,-118.3961432,34.18267786
Adler Graduate School,-93.25253973,44.86287298,Richfield,MN,NULL,NULL,NULL,-93.25253973,44.86287298
South Carolina State University,-80.85118816,33.49744551,Orangeburg,SC,NULL,NULL,NULL,-80.85118816,33.49744551
American Indian College Inc,-112.092258,33.57774313,Phoenix,AZ,NULL,NULL,NULL,-112.092258,33.57774313
Concorde Career College-Aurora,-104.8670991,39.71870542,Aurora,CO,NULL,NULL,NULL,-104.8670991,39.71870542
Southeastern Institute-Charlotte,-80.88732425,35.16765687,Charlotte,NC,NULL,NULL,NULL,-80.88732425,35.16765687
Lone Star College System,-95.49008405,30.18841328,The Woodlands,TX,NULL,NULL,NULL,-95.49008405,30.18841328
Harding University,-91.72604735,35.24734344,Searcy,AR,NULL,NULL,NULL,-91.72604735,35.24734344
Florida Career College-UEI College-Phoenix,-112.116132,33.57026513,Phoenix,AZ,NULL,NULL,NULL,-112.116132,33.57026513
Everest College-Chesapeake,-76.22960792,36.79029738,Chesapeake,VA,NULL,NULL,NULL,-76.22960792,36.79029738
Cortiva Institute-New Jersey,-74.09713144,40.15056814,Wall,NJ,NULL,NULL,NULL,-74.09713144,40.15056814
Green Country Technology Center,-95.9365075,35.6329363,Okmulgee,OK,NULL,NULL,NULL,-95.9365075,35.6329363
University of Phoenix-Louisiana,-91.15117693,30.42292548,Baton Rouge,LA,NULL,NULL,NULL,-91.15117693,30.42292548
Antonelli Medical and Professional Institute,-75.61741293,40.2347081,Pottstown,PA,NULL,NULL,NULL,-75.61741293,40.2347081
The University of Tennessee-Chattanooga,-85.29981654,35.04825367,Chattanooga,TN,NULL,NULL,NULL,-85.29981654,35.04825367
PiBerry Institute,-80.43407374,25.51079461,Naranja,FL,NULL,NULL,NULL,-80.43407374,25.51079461
University of Puerto Rico-Rio Piedras,-66.05000726,18.4028289,San Juan,PR,NULL,NULL,NULL,-66.05000726,18.4028289
Valley College of Medical Careers,-118.6054033,34.22201485,West Hills,CA,NULL,NULL,NULL,-118.6054033,34.22201485
Fayetteville State University,-78.89169865,35.07364792,Fayetteville,NC,NULL,NULL,NULL,-78.89169865,35.07364792
Trident University International,-118.0347711,33.80524884,Cypress,CA,NULL,NULL,NULL,-118.0347711,33.80524884
University of Phoenix-North Carolina,-80.94934927,35.15236486,Charlotte,NC,NULL,NULL,NULL,-80.94934927,35.15236486
Brown Mackie College-Dallas,-97.11577861,32.84154574,Bedford,TX,NULL,NULL,NULL,-97.11577861,32.84154574
Friends University,-97.36667403,37.67850158,Wichita,KS,NULL,NULL,NULL,-97.36667403,37.67850158
Martinsburg College,-77.95970362,39.48705787,Martinsburg,WV,NULL,NULL,NULL,-77.95970362,39.48705787
Stratford School of Aviation Maintenance Technicians,-73.13076119,41.16124837,Stratford,CT,NULL,NULL,NULL,-73.13076119,41.16124837
PCCenter,-96.82719252,32.6057107,DeSoto,TX,NULL,NULL,NULL,-96.82719252,32.6057107
DeVry University-Oregon,-122.7780495,45.51183145,Portland,OR,NULL,NULL,NULL,-122.7780495,45.51183145
World Mission University,-118.2894962,34.06492286,Los Angeles,CA,NULL,NULL,NULL,-118.2894962,34.06492286
Olympic College,-122.6357659,47.57509858,Bremerton,WA,NULL,NULL,NULL,-122.6357659,47.57509858
The Southern Baptist Theological Seminary,-85.68765387,38.24822329,Louisville,KY,NULL,NULL,NULL,-85.68765387,38.24822329
Camden County College,-75.03838272,39.78488204,Blackwood,NJ,NULL,NULL,NULL,-75.03838272,39.78488204
Academy for Five Element Acupuncture,-82.32199742,29.65008058,Gainesville,FL,NULL,NULL,NULL,-82.32199742,29.65008058
University of Wisconsin-Green Bay,-87.91997913,44.53230627,Green Bay,WI,NULL,NULL,NULL,-87.91997913,44.53230627
Warner Pacific College,-122.5942355,45.50632547,Portland,OR,NULL,NULL,NULL,-122.5942355,45.50632547
VanderCook College of Music,-87.62914375,41.83684085,Chicago,IL,NULL,NULL,NULL,-87.62914375,41.83684085
Paul Mitchell the School-Green Bay,-88.11510718,44.46808125,De Pere,WI,NULL,NULL,NULL,-88.11510718,44.46808125
Helene Fuld College of Nursing,-73.94335743,40.80250328,New York,NY,NULL,NULL,NULL,-73.94335743,40.80250328
Vatterott College-Kansas City,-94.49627842,39.166497,Kansas City,MO,NULL,NULL,NULL,-94.49627842,39.166497
Muhlenberg College,-75.50850392,40.59642418,Allentown,PA,NULL,NULL,NULL,-75.50850392,40.59642418
Platt College-San Diego,-117.0634949,32.76373477,San Diego,CA,NULL,NULL,NULL,-117.0634949,32.76373477
International Diving Institute,-79.95919486,32.85881539,North Charleston,SC,NULL,NULL,NULL,-79.95919486,32.85881539
Chattanooga College Medical Dental and Technical Careers,-85.23813553,35.13314669,Chattanooga,TN,NULL,NULL,NULL,-85.23813553,35.13314669
Cannon Institute of Higher Learning,-96.87278855,32.82899574,Dallas,TX,NULL,NULL,NULL,-96.87278855,32.82899574
College of the Holy Cross,-71.80862783,42.23895063,Worcester,MA,NULL,NULL,NULL,-71.80862783,42.23895063
Southern Oklahoma Technology Center,-97.08317169,34.18540299,Ardmore,OK,NULL,NULL,NULL,-97.08317169,34.18540299
Clinton Essex Warren Washington BOCES,-73.51790756,44.69323702,Plattsburgh,NY,NULL,NULL,NULL,-73.51790756,44.69323702
West Chester University of Pennsylvania,-75.59812191,39.95340605,West Chester,PA,NULL,NULL,NULL,-75.59812191,39.95340605
ITT Technical Institute-Clive,-93.77778748,41.60859844,Clive,IA,NULL,NULL,NULL,-93.77778748,41.60859844
American Career College-Anaheim,-117.9756561,33.84988085,Anaheim,CA,NULL,NULL,NULL,-117.9756561,33.84988085
Miami Ad School-San Francisco,-122.4217212,37.78887495,San Francisco,CA,NULL,NULL,NULL,-122.4217212,37.78887495
Vincennes University,-87.51994443,38.68777329,Vincennes,IN,NULL,NULL,NULL,-87.51994443,38.68777329
Fortis Institute-Forty Fort,-75.88297708,41.2819193,Forty Fort,PA,NULL,NULL,NULL,-75.88297708,41.2819193
Pennco Tech-Bristol,-74.86889869,40.0982351,Bristol,PA,NULL,NULL,NULL,-74.86889869,40.0982351
Clark Atlanta University,-84.41258821,33.74763443,Atlanta,GA,NULL,NULL,NULL,-84.41258821,33.74763443
ITT Technical Institute-Tulsa,-95.83825851,36.09958639,Tulsa,OK,NULL,NULL,NULL,-95.83825851,36.09958639
Centura College-Newport News,-76.51733003,37.14049144,Newport News,VA,NULL,NULL,NULL,-76.51733003,37.14049144
Bates Technical College,-122.4464268,47.25153659,Tacoma,WA,NULL,NULL,NULL,-122.4464268,47.25153659
Daymar College-Clarksville,-87.31286122,36.5828719,Clarksville,TN,NULL,NULL,NULL,-87.31286122,36.5828719
